Timestamp,Pressure_hPa,Previous_Pressure,Difference
2025-03-14T12:23:40Z,992.95,1040.26,47.309999999999945
2025-03-14T12:23:50Z,1036.49,992.95,43.539999999999964
2025-03-14T12:24:00Z,1046.79,1036.49,10.299999999999955
2025-03-14T12:24:10Z,1018.98,1046.79,27.809999999999945
2025-03-14T12:24:20Z,1047.82,1018.98,28.839999999999918
2025-03-14T12:24:30Z,1029.5,1047.82,18.319999999999936
2025-03-14T12:24:40Z,990.28,1029.5,39.22000000000003
2025-03-14T12:24:50Z,1032.68,990.28,42.40000000000009
2025-03-14T12:25:00Z,988.57,1032.68,44.110000000000014
2025-03-14T12:25:10Z,1033.64,988.57,45.07000000000005
2025-03-14T12:25:20Z,1045.92,1033.64,12.279999999999973
2025-03-14T12:25:40Z,1013.05,1041.15,28.100000000000136
2025-03-14T12:26:20Z,1029.93,1012.93,17.000000000000114
2025-03-14T12:26:50Z,1041.75,1022.28,19.470000000000027
2025-03-14T12:27:10Z,997.73,1036.96,39.23000000000002
2025-03-14T12:27:20Z,985.57,997.73,12.159999999999968
2025-03-14T12:27:30Z,1048.44,985.57,62.870000000000005
2025-03-14T12:27:40Z,982.47,1048.44,65.97000000000003
2025-03-14T12:27:50Z,1035.54,982.47,53.069999999999936
2025-03-14T12:28:00Z,997.61,1035.54,37.92999999999995
2025-03-14T12:28:10Z,984.43,997.61,13.180000000000064
2025-03-14T12:28:20Z,994.98,984.43,10.550000000000068
2025-03-14T12:28:30Z,1014.61,994.98,19.629999999999995
2025-03-14T12:28:40Z,997.3,1014.61,17.31000000000006
2025-03-14T12:29:10Z,1015.73,991.03,24.700000000000045
2025-03-14T12:29:20Z,986.64,1015.73,29.090000000000032
2025-03-14T12:29:30Z,1041.42,986.64,54.780000000000086
2025-03-14T12:30:10Z,1017.01,1036.14,19.13000000000011
2025-03-14T12:30:20Z,1002.78,1017.01,14.230000000000018
2025-03-14T12:30:40Z,1031.4,1004.11,27.290000000000077
2025-03-14T12:31:00Z,992.21,1033.7,41.49000000000001
2025-03-14T12:31:10Z,1002.8,992.21,10.589999999999918
2025-03-14T12:31:20Z,1022.33,1002.8,19.530000000000086
2025-03-14T12:31:40Z,1001.31,1016.43,15.120000000000005
2025-03-14T12:31:50Z,1045.43,1001.31,44.12000000000012
2025-03-14T12:32:10Z,988.0,1046.32,58.319999999999936
2025-03-14T12:32:20Z,1023.16,988.0,35.15999999999997
2025-03-14T12:32:30Z,1048.09,1023.16,24.92999999999995
2025-03-14T12:32:40Z,1022.23,1048.09,25.8599999999999
2025-03-14T12:33:00Z,988.24,1016.48,28.24000000000001
2025-03-14T12:33:20Z,1046.23,992.3,53.930000000000064
2025-03-14T12:33:30Z,1017.19,1046.23,29.039999999999964
2025-03-14T12:33:40Z,1049.6,1017.19,32.409999999999854
2025-03-14T12:33:50Z,1036.48,1049.6,13.11999999999989
2025-03-14T12:34:00Z,1024.31,1036.48,12.170000000000073
2025-03-14T12:34:10Z,1008.3,1024.31,16.00999999999999
2025-03-14T12:34:20Z,1028.81,1008.3,20.50999999999999
2025-03-14T12:34:30Z,980.49,1028.81,48.319999999999936
2025-03-14T12:34:40Z,1006.95,980.49,26.460000000000036
2025-03-14T12:35:00Z,1034.21,1005.57,28.639999999999986
2025-03-14T12:35:10Z,1014.46,1034.21,19.75
2025-03-14T12:35:20Z,990.13,1014.46,24.33000000000004
2025-03-14T12:35:30Z,1010.13,990.13,20.0
2025-03-14T12:35:40Z,1038.12,1010.13,27.989999999999895
2025-03-14T12:35:50Z,1014.59,1038.12,23.52999999999986
2025-03-14T12:36:00Z,992.25,1014.59,22.340000000000032
2025-03-14T12:36:10Z,1020.05,992.25,27.799999999999955
2025-03-14T12:36:30Z,1031.28,1010.17,21.110000000000014
2025-03-14T12:36:50Z,1024.24,1037.33,13.089999999999918
2025-03-14T12:37:00Z,1039.8,1024.24,15.559999999999945
2025-03-14T12:37:30Z,1013.18,1035.57,22.389999999999986
2025-03-14T12:37:40Z,983.7,1013.18,29.479999999999905
2025-03-14T12:38:00Z,1024.63,981.62,43.010000000000105
2025-03-14T12:38:10Z,1011.12,1024.63,13.510000000000105
2025-03-14T12:38:30Z,991.17,1007.39,16.220000000000027
2025-03-14T12:38:40Z,1032.04,991.17,40.870000000000005
2025-03-14T12:38:50Z,1006.43,1032.04,25.610000000000014
2025-03-14T12:39:30Z,1038.64,989.79,48.850000000000136
2025-03-14T12:39:40Z,1048.84,1038.64,10.199999999999818
2025-03-14T12:40:00Z,1018.83,1049.24,30.409999999999968
2025-03-14T12:40:10Z,995.12,1018.83,23.710000000000036
2025-03-14T12:40:20Z,1040.71,995.12,45.59000000000003
2025-03-14T12:40:30Z,985.95,1040.71,54.75999999999999
2025-03-14T12:40:40Z,1037.93,985.95,51.98000000000002
2025-03-14T12:40:50Z,981.83,1037.93,56.10000000000002
2025-03-14T12:41:00Z,1042.33,981.83,60.499999999999886
2025-03-14T12:41:20Z,998.47,1034.89,36.42000000000007
2025-03-14T12:41:40Z,1026.21,996.68,29.530000000000086
2025-03-14T12:41:50Z,1013.9,1026.21,12.31000000000006
2025-03-14T12:42:00Z,981.98,1013.9,31.91999999999996
2025-03-14T12:42:20Z,998.38,981.1,17.279999999999973
2025-03-14T12:42:30Z,1039.62,998.38,41.239999999999895
2025-03-14T12:42:40Z,987.45,1039.62,52.169999999999845
2025-03-14T12:42:50Z,1048.97,987.45,61.51999999999998
2025-03-14T12:43:00Z,1020.35,1048.97,28.620000000000005
2025-03-14T12:43:10Z,1048.37,1020.35,28.019999999999868
2025-03-14T12:43:30Z,1010.54,1042.92,32.38000000000011
2025-03-14T12:43:50Z,1035.04,1013.3,21.74000000000001
2025-03-14T12:44:00Z,994.35,1035.04,40.68999999999994
2025-03-14T12:44:20Z,1041.0,985.95,55.049999999999955
2025-03-14T12:44:40Z,1012.52,1032.76,20.24000000000001
2025-03-14T12:44:50Z,993.77,1012.52,18.75
2025-03-14T12:45:00Z,1022.65,993.77,28.879999999999995
2025-03-14T12:45:10Z,994.68,1022.65,27.970000000000027
2025-03-14T12:45:20Z,1012.5,994.68,17.82000000000005
2025-03-14T12:45:40Z,986.65,1009.97,23.32000000000005
2025-03-14T12:46:10Z,1033.56,984.31,49.25
2025-03-14T12:46:20Z,1010.54,1033.56,23.019999999999982
2025-03-14T12:46:30Z,1000.5,1010.54,10.039999999999964
2025-03-14T12:46:40Z,1040.49,1000.5,39.99000000000001
2025-03-14T12:47:00Z,987.21,1046.78,59.569999999999936
2025-03-14T12:47:20Z,1010.98,993.72,17.25999999999999
2025-03-14T12:47:40Z,983.88,1002.11,18.230000000000018
2025-03-14T12:47:50Z,1016.2,983.88,32.32000000000005
2025-03-14T12:48:00Z,1047.77,1016.2,31.569999999999936
2025-03-14T12:48:10Z,1022.15,1047.77,25.620000000000005
2025-03-14T12:48:20Z,1005.58,1022.15,16.569999999999936
2025-03-14T12:48:30Z,1024.1,1005.58,18.519999999999868
2025-03-14T12:48:40Z,981.94,1024.1,42.159999999999854
2025-03-14T12:48:50Z,1019.03,981.94,37.08999999999992
2025-03-14T12:49:00Z,1034.07,1019.03,15.039999999999964
2025-03-14T12:49:20Z,994.09,1029.04,34.94999999999993
2025-03-14T12:49:30Z,1016.57,994.09,22.480000000000018
2025-03-14T12:49:40Z,982.69,1016.57,33.879999999999995
2025-03-14T12:49:50Z,1033.96,982.69,51.26999999999998
2025-03-14T12:50:00Z,1013.34,1033.96,20.620000000000005
2025-03-14T12:50:10Z,996.12,1013.34,17.220000000000027
2025-03-14T12:50:20Z,1015.91,996.12,19.789999999999964
2025-03-14T12:50:30Z,994.23,1015.91,21.67999999999995
2025-03-14T12:50:40Z,1049.79,994.23,55.559999999999945
2025-03-14T12:51:00Z,980.25,1049.16,68.91000000000008
2025-03-14T12:51:10Z,1038.56,980.25,58.309999999999945
2025-03-14T12:51:20Z,1006.8,1038.56,31.75999999999999
2025-03-14T12:51:30Z,1029.44,1006.8,22.6400000000001
2025-03-14T12:51:40Z,1014.47,1029.44,14.970000000000027
2025-03-14T12:51:50Z,994.48,1014.47,19.99000000000001
2025-03-14T12:52:20Z,982.54,997.49,14.950000000000045
2025-03-14T12:52:30Z,1028.0,982.54,45.460000000000036
2025-03-14T12:52:40Z,991.25,1028.0,36.75
2025-03-14T12:53:10Z,1045.93,999.51,46.42000000000007
2025-03-14T12:53:30Z,1003.33,1048.09,44.75999999999988
2025-03-14T12:53:40Z,1017.21,1003.33,13.879999999999995
2025-03-14T12:53:50Z,994.42,1017.21,22.790000000000077
2025-03-14T12:54:00Z,1028.92,994.42,34.500000000000114
2025-03-14T12:54:10Z,992.34,1028.92,36.58000000000004
2025-03-14T12:54:20Z,1029.15,992.34,36.81000000000006
2025-03-14T12:54:30Z,999.03,1029.15,30.12000000000012
2025-03-14T12:54:50Z,1022.32,1007.51,14.81000000000006
2025-03-14T12:55:00Z,1037.15,1022.32,14.830000000000041
2025-03-14T12:55:20Z,1001.76,1041.57,39.809999999999945
2025-03-14T12:55:30Z,989.59,1001.76,12.169999999999959
2025-03-14T12:55:40Z,1036.97,989.59,47.379999999999995
2025-03-14T12:55:50Z,1022.33,1036.97,14.639999999999986
2025-03-14T12:56:10Z,981.99,1018.83,36.84000000000003
2025-03-14T12:56:20Z,1012.36,981.99,30.370000000000005
2025-03-14T12:56:40Z,1035.75,1017.81,17.940000000000055
2025-03-14T12:56:50Z,1023.12,1035.75,12.629999999999995
2025-03-14T12:57:10Z,988.39,1027.71,39.32000000000005
2025-03-14T12:57:20Z,1018.05,988.39,29.659999999999968
2025-03-14T12:57:30Z,1048.24,1018.05,30.190000000000055
2025-03-14T12:57:40Z,1017.92,1048.24,30.32000000000005
2025-03-14T12:57:50Z,1043.02,1017.92,25.100000000000023
2025-03-14T12:58:20Z,1020.41,1048.35,27.93999999999994
2025-03-14T12:58:30Z,999.98,1020.41,20.42999999999995
2025-03-14T12:58:50Z,1039.08,994.11,44.969999999999914
2025-03-14T12:59:00Z,990.97,1039.08,48.1099999999999
2025-03-14T12:59:20Z,1010.71,999.4,11.31000000000006
2025-03-14T12:59:30Z,1027.4,1010.71,16.690000000000055
2025-03-14T12:59:40Z,1044.81,1027.4,17.409999999999854
2025-03-14T12:59:50Z,992.69,1044.81,52.11999999999989
2025-03-14T13:00:00Z,1027.64,992.69,34.950000000000045
2025-03-14T13:00:20Z,998.96,1031.25,32.289999999999964
2025-03-14T13:00:30Z,986.98,998.96,11.980000000000018
2025-03-14T13:00:40Z,1035.65,986.98,48.67000000000007
2025-03-14T13:00:50Z,1025.33,1035.65,10.320000000000164
2025-03-14T13:01:00Z,1040.36,1025.33,15.029999999999973
2025-03-14T13:01:20Z,988.51,1044.74,56.23000000000002
2025-03-14T13:01:30Z,1015.18,988.51,26.66999999999996
2025-03-14T13:01:40Z,1027.93,1015.18,12.750000000000114
2025-03-14T13:01:50Z,983.08,1027.93,44.85000000000002
2025-03-14T13:02:00Z,1011.52,983.08,28.43999999999994
2025-03-14T13:02:10Z,1030.06,1011.52,18.539999999999964
2025-03-14T13:02:20Z,1045.95,1030.06,15.8900000000001
2025-03-14T13:02:30Z,1004.73,1045.95,41.22000000000003
2025-03-14T13:02:40Z,1035.23,1004.73,30.5
2025-03-14T13:03:00Z,1010.7,1033.23,22.529999999999973
2025-03-14T13:03:10Z,1029.71,1010.7,19.00999999999999
2025-03-14T13:03:30Z,988.96,1025.23,36.26999999999998
2025-03-14T13:03:50Z,1020.97,992.84,28.129999999999995
2025-03-14T13:04:00Z,1034.54,1020.97,13.569999999999936
2025-03-14T13:04:10Z,1007.48,1034.54,27.059999999999945
2025-03-14T13:04:30Z,985.2,1011.11,25.909999999999968
2025-03-14T13:04:50Z,1042.15,985.25,56.90000000000009
2025-03-14T13:05:00Z,1005.77,1042.15,36.38000000000011
2025-03-14T13:05:10Z,1043.56,1005.77,37.789999999999964
2025-03-14T13:05:20Z,981.18,1043.56,62.379999999999995
2025-03-14T13:05:30Z,1008.6,981.18,27.420000000000073
2025-03-14T13:05:40Z,992.19,1008.6,16.409999999999968
2025-03-14T13:06:00Z,1004.36,990.88,13.480000000000018
2025-03-14T13:06:10Z,983.07,1004.36,21.289999999999964
2025-03-14T13:06:20Z,1029.45,983.07,46.379999999999995
2025-03-14T13:06:30Z,988.61,1029.45,40.84000000000003
2025-03-14T13:06:40Z,999.18,988.61,10.569999999999936
2025-03-14T13:06:50Z,984.32,999.18,14.8599999999999
2025-03-14T13:07:10Z,1003.31,984.41,18.899999999999977
2025-03-14T13:07:20Z,989.05,1003.31,14.259999999999991
2025-03-14T13:07:30Z,1007.56,989.05,18.50999999999999
2025-03-14T13:07:40Z,1042.42,1007.56,34.86000000000013
2025-03-14T13:07:50Z,1025.9,1042.42,16.519999999999982
2025-03-14T13:08:00Z,1002.66,1025.9,23.240000000000123
2025-03-14T13:08:10Z,1047.5,1002.66,44.84000000000003
2025-03-14T13:08:20Z,999.36,1047.5,48.139999999999986
2025-03-14T13:08:30Z,1047.63,999.36,48.270000000000095
2025-03-14T13:08:40Z,1032.03,1047.63,15.600000000000136
2025-03-14T13:08:50Z,1003.55,1032.03,28.480000000000018
2025-03-14T13:09:10Z,983.36,1007.0,23.639999999999986
2025-03-14T13:09:20Z,1013.27,983.36,29.909999999999968
2025-03-14T13:09:30Z,997.85,1013.27,15.419999999999959
2025-03-14T13:10:20Z,1007.47,987.87,19.600000000000023
2025-03-14T13:10:30Z,1020.76,1007.47,13.289999999999964
2025-03-14T13:10:40Z,1040.18,1020.76,19.420000000000073
2025-03-14T13:10:50Z,996.42,1040.18,43.760000000000105
2025-03-14T13:11:10Z,1016.81,997.53,19.279999999999973
2025-03-14T13:11:40Z,1015.2,1029.24,14.039999999999964
2025-03-14T13:12:10Z,1033.25,1018.44,14.809999999999945
2025-03-14T13:12:20Z,1001.82,1033.25,31.42999999999995
2025-03-14T13:12:40Z,1041.01,998.39,42.620000000000005
2025-03-14T13:12:50Z,987.71,1041.01,53.299999999999955
2025-03-14T13:13:20Z,1006.07,986.99,19.08000000000004
2025-03-14T13:13:40Z,980.65,1006.62,25.970000000000027
2025-03-14T13:13:50Z,999.98,980.65,19.33000000000004
2025-03-14T13:14:10Z,1018.98,1001.5,17.480000000000018
2025-03-14T13:14:20Z,983.5,1018.98,35.48000000000002
2025-03-14T13:14:30Z,1041.53,983.5,58.02999999999997
2025-03-14T13:14:40Z,995.12,1041.53,46.40999999999997
2025-03-14T13:14:50Z,1046.57,995.12,51.44999999999993
2025-03-14T13:15:00Z,1012.06,1046.57,34.50999999999999
2025-03-14T13:15:40Z,1030.86,1019.26,11.599999999999909
2025-03-14T13:16:00Z,1014.88,1033.96,19.08000000000004
2025-03-14T13:16:10Z,1028.73,1014.88,13.850000000000023
2025-03-14T13:16:20Z,1006.84,1028.73,21.889999999999986
2025-03-14T13:16:40Z,981.75,1014.29,32.539999999999964
2025-03-14T13:17:00Z,1037.67,987.78,49.8900000000001
2025-03-14T13:17:10Z,987.54,1037.67,50.13000000000011
2025-03-14T13:17:20Z,1017.72,987.54,30.180000000000064
2025-03-14T13:17:50Z,994.85,1017.32,22.470000000000027
2025-03-14T13:18:00Z,1015.38,994.85,20.529999999999973
2025-03-14T13:18:10Z,1041.15,1015.38,25.770000000000095
2025-03-14T13:18:20Z,1021.47,1041.15,19.680000000000064
2025-03-14T13:18:30Z,991.53,1021.47,29.940000000000055
2025-03-14T13:19:00Z,1044.77,999.12,45.64999999999998
2025-03-14T13:19:10Z,998.12,1044.77,46.64999999999998
2025-03-14T13:19:20Z,1029.15,998.12,31.030000000000086
2025-03-14T13:19:30Z,1041.53,1029.15,12.379999999999882
2025-03-14T13:19:40Z,1003.39,1041.53,38.139999999999986
2025-03-14T13:20:00Z,1016.79,998.71,18.079999999999927
2025-03-14T13:20:30Z,1007.52,1023.7,16.180000000000064
2025-03-14T13:20:40Z,980.46,1007.52,27.059999999999945
2025-03-14T13:20:50Z,1042.23,980.46,61.76999999999998
2025-03-14T13:21:10Z,1029.17,1045.85,16.679999999999836
2025-03-14T13:21:30Z,1007.89,1037.58,29.68999999999994
2025-03-14T13:22:00Z,1039.22,992.17,47.05000000000007
2025-03-14T13:22:10Z,1004.28,1039.22,34.940000000000055
2025-03-14T13:22:20Z,1041.13,1004.28,36.850000000000136
2025-03-14T13:22:40Z,982.98,1044.57,61.58999999999992
2025-03-14T13:22:50Z,1035.45,982.98,52.47000000000003
2025-03-14T13:23:00Z,1011.94,1035.45,23.50999999999999
2025-03-14T13:23:10Z,1039.61,1011.94,27.669999999999845
2025-03-14T13:23:20Z,1012.32,1039.61,27.28999999999985
2025-03-14T13:23:40Z,1048.94,1020.02,28.920000000000073
2025-03-14T13:23:50Z,982.04,1048.94,66.90000000000009
2025-03-14T13:24:10Z,1023.06,982.43,40.629999999999995
2025-03-14T13:24:30Z,1049.98,1024.14,25.839999999999918
2025-03-14T13:24:40Z,999.95,1049.98,50.02999999999997
2025-03-14T13:24:50Z,1016.16,999.95,16.209999999999923
2025-03-14T13:25:00Z,1031.73,1016.16,15.57000000000005
2025-03-14T13:25:10Z,995.63,1031.73,36.10000000000002
2025-03-14T13:25:30Z,1033.05,990.45,42.59999999999991
2025-03-14T13:25:50Z,999.53,1032.18,32.65000000000009
2025-03-14T13:26:20Z,1043.56,996.69,46.86999999999989
2025-03-14T13:26:30Z,991.45,1043.56,52.1099999999999
2025-03-14T13:26:50Z,983.98,997.8,13.819999999999936
2025-03-14T13:27:00Z,1028.8,983.98,44.819999999999936
2025-03-14T13:27:10Z,1010.95,1028.8,17.84999999999991
2025-03-14T13:27:30Z,1034.74,1004.48,30.25999999999999
2025-03-14T13:27:40Z,989.11,1034.74,45.629999999999995
2025-03-14T13:27:50Z,1032.6,989.11,43.489999999999895
2025-03-14T13:28:10Z,983.36,1025.77,42.40999999999997
2025-03-14T13:28:20Z,1014.58,983.36,31.220000000000027
2025-03-14T13:28:30Z,1026.88,1014.58,12.300000000000068
2025-03-14T13:28:40Z,992.95,1026.88,33.930000000000064
2025-03-14T13:29:00Z,1043.96,984.36,59.60000000000002
2025-03-14T13:29:10Z,1033.43,1043.96,10.529999999999973
2025-03-14T13:29:20Z,1018.35,1033.43,15.080000000000041
2025-03-14T13:29:30Z,996.91,1018.35,21.440000000000055
2025-03-14T13:29:40Z,1047.61,996.91,50.69999999999993
2025-03-14T13:29:50Z,986.1,1047.61,61.50999999999988
2025-03-14T13:30:00Z,1011.28,986.1,25.17999999999995
2025-03-14T13:30:10Z,1036.51,1011.28,25.230000000000018
2025-03-14T13:30:20Z,1006.62,1036.51,29.889999999999986
2025-03-14T13:30:30Z,1026.78,1006.62,20.159999999999968
2025-03-14T13:30:40Z,995.37,1026.78,31.409999999999968
2025-03-14T13:30:50Z,1034.64,995.37,39.270000000000095
2025-03-14T13:31:00Z,1015.04,1034.64,19.600000000000136
2025-03-14T13:31:10Z,1025.55,1015.04,10.509999999999991
2025-03-14T13:31:20Z,988.58,1025.55,36.969999999999914
2025-03-14T13:31:30Z,1019.92,988.58,31.339999999999918
